ID Client,Nom du Client,Prénoms du Client,Date de Naissance,Date d’Entrée en Relation,Adresse Postale,Ville,Pays,Continent,Numéro de Téléphone,Code Postal,Email
1663,Vallet,Lucy,1943-07-26,2022-07-22,"73, rue de Garcia",Bigot-sur-Mer,France,Europe,+33 2 24 36 65 41,30215,amelie05@dbmail.com
1664,Aubert,Pauline,1986-10-03,2021-03-24,"96, chemin Christine Roy",Pons-la-Forêt,France,Europe,+33 (0)3 02 55 99 18,65038,augustin05@marion.fr
1665,Dias,Jérôme,1946-10-04,2016-08-11,"8, chemin Théodore Clerc",Blanchet,France,Europe,0149902476,18089,glopez@brunel.com
1666,Rolland,Victor,1940-01-11,2018-07-05,"92, rue Huet",Chevallier,France,Europe,+33 1 44 37 44 83,92393,constance81@laposte.net
1667,Laine,Thierry,2006-01-30,2017-12-20,"97, boulevard Boucher",Guyot-sur-Mer,France,Europe,+33 1 13 67 77 05,02848,alphonse53@hotmail.fr
1668,Legrand,Charlotte,1942-11-10,2020-12-20,avenue Thibault Chauveau,Chevalier-sur-Masson,France,Europe,0800834897,22900,courtoisgregoire@bonnin.fr
1669,Laine,Odette,1956-08-19,2014-04-06,"45, rue de Lenoir",Sainte AdrienneVille,France,Europe,+33 (0)2 57 37 39 23,85608,rouxmaggie@bousquet.net
1670,Gérard,Maryse,1989-11-04,2018-07-09,"7, rue Nathalie Samson",Vallée,France,Europe,+33 (0)2 22 66 48 54,35883,costemichelle@tele2.fr
1671,Allain,Franck,1986-12-01,2016-03-15,rue Nathalie Pons,Lejeune,France,Europe,0493109126,67521,fabrevalerie@bouygtel.fr
1672,Potier,Inès,1993-11-06,2023-11-14,"44, rue de Lemonnier",Benoit-sur-Tanguy,France,Europe,06 14 88 28 09,56964,pichoncelina@gros.fr
1673,Petitjean,Éléonore,1947-08-28,2016-03-01,"75, rue de Étienne",VoisinVille,France,Europe,+33 (0)4 87 14 21 68,96967,aurore70@pascal.com
1674,Dupuis,Thérèse,1977-06-19,2019-12-09,"317, rue Fleury",Carpentier,France,Europe,01 56 59 50 14,73535,celineherve@albert.fr
1675,Marques,Étienne,1944-05-13,2013-09-25,"111, chemin Clément",Parent,France,Europe,+33 (0)1 10 23 48 49,43572,valetteemilie@martineau.org
1676,Lebon,Joséphine,1946-03-28,2014-03-06T14:30:56.287485,"755, rue Coulon",Roux,France,Europe,+33 5 58 58 55 37,15258,denis74@dos.fr
1677,Rey,Aurore,1961-07-03,2024-02-22,"999, boulevard Pineau",MartinsBourg,France,Europe,,62675,antoinette26@leblanc.org
1678,Jacques,Thomas,1995-01-09,2023-09-20,rue Colette Leroux,Chauvin,France,Europe,+33 (0)3 15 35 31 31,91095,jberger@levy.net
1679,Perrin,Arnaude,1998-10-09,2014-03-06T14:30:56.287485,"3, chemin Alain Lemaître",BlancVille,France,Europe,,96430,salmonjerome@diaz.fr
1680,Fontaine,Agnès,1951-01-23,2019-10-05,"6, rue Michelle Rolland",Lopes,France,Europe,+33 3 16 51 41 52,54637,thibaultdufour@ifrance.com
1681,Delahaye,Louise,1944-08-01,2016-03-10,boulevard Denis,Cousin,France,Europe,+33 8 05 18 60 62,94602,laurerossi@tele2.fr
1682,Descamps,Michelle,1962-10-22,2010-08-20,"784, chemin Maillard",Henry-sur-Mer,France,Europe,03 07 55 81 89,01798,adrienne79@mary.fr
1683,Roy,Martin,2002-06-09,2019-01-14,"92, rue de Hamon",Bailly-sur-Mer,France,Europe,0442462084,32841,fperez@yahoo.fr
1684,Rodriguez,Claude,1960-08-18,2021-03-15,"49, chemin Delannoy",Saint Zoé,France,Europe,05 58 90 59 15,76722,ribeirojean@marin.com
1685,Reynaud,Olivie,1939-09-07,2019-12-03,"33, rue de Pichon",Maillard,France,Europe,0245828906,68481,gilbertanastasie@duhamel.fr
1686,Laine,Philippine,1999-05-13,2018-09-16,"38, rue de Garnier",Schneider,France,Europe,,76550,tristanphilippe@mallet.com
1687,Thibault,Corinne,1954-04-15,2012-06-13,"20, avenue Bousquet",Breton-les-Bains,France,Europe,+33 2 57 02 84 58,44946,michaudmarcel@tiscali.fr
1688,Maury,Michelle,1967-07-13,2014-04-18,"1, chemin de Maillard",Blanc-sur-Toussaint,France,Europe,01 19 96 09 86,23754,eleonore32@salmon.fr
1689,Jacques,Denise,1994-12-22,2014-03-06T14:30:56.287485,"73, boulevard Joseph Lagarde",Louis,France,Europe,+33 (0)8 00 28 52 61,34708,audrey06@caron.com
1690,Robin,Théophile,1957-01-21,2014-07-08,"98, rue Hélène Poulain",Sainte Michelle,France,Europe,0577119674,40961,zfouquet@gimenez.com
1691,Duval,Olivier,1980-01-09,2016-01-15,"32, rue Véronique Roux",Sainte Éléonore,France,Europe,+33 (0)3 50 82 37 42,43131,vlemonnier@vallet.org
1692,Normand,Simone,1964-01-28,2020-03-22,"2, boulevard Pelletier",Ruiz,France,Europe,,80093,jfoucher@lefevre.net
1693,Gonzalez,Émile,1943-12-23,2014-07-04,avenue de Grondin,Dupré-sur-Marty,France,Europe,+33 3 21 91 76 04,12693,paul21@yahoo.fr
1694,Rey,Joséphine,1934-10-18,2014-03-06T14:30:56.287485,"177, boulevard de Gillet",Sainte Alex,France,Europe,,35963,schneiderandre@gmail.com
1695,Costa,Aurélie,1971-11-21,2011-12-19,"82, chemin Guillon",Noël,France,Europe,+33 8 06 98 11 01,18495,eugene67@coste.com
1696,Allain,Renée,1989-09-17,2023-11-14,"15, boulevard de Bernard",LedouxVille,France,Europe,+33 1 33 19 66 99,38463,troger@tiscali.fr
1697,Jacques,Roger,1977-10-20,2013-02-05,rue Monique Benard,Auger,France,Europe,,34095,marionalix@boucher.net
1698,Duval,Valentine,1959-06-16,2014-03-06T14:30:56.287485,"458, boulevard Roussel",Denisnec,France,Europe,02 95 52 29 60,01766,lerouxmaurice@maillot.com
1699,Hubert,Charlotte,1934-04-14,2018-07-30,"23, rue Alfred Klein",Grondin-les-Bains,France,Europe,+33 (0)2 96 84 64 50,87619,oceane85@simon.fr
1700,Ferrand,Valentine,1942-12-25,2019-06-23,avenue Maillot,Sainte Célina,France,Europe,,58633,claire71@dbmail.com
1701,Bouvier,Lucas,2005-05-13,2020-06-13,"584, chemin Émile Marchand",PerrinBourg,France,Europe,,65755,faivrejosephine@tessier.com
1702,Delannoy,Océane,2003-03-04,2019-03-01,"2, rue Mallet",Maury,France,Europe,+33 1 40 79 23 33,65422,celine41@garnier.com
1703,Cordier,Audrey,1994-08-14,2017-07-08,boulevard de Coulon,Guichardnec,France,Europe,02 28 82 46 83,61210,diazmadeleine@labbe.com
1704,Lambert,Hortense,1981-02-02,2019-08-17,"9, avenue Monique Costa",Lemaître-sur-Bernier,France,Europe,0367013387,63036,freynaud@lemonnier.org
1705,Benard,Lorraine,1973-11-06,2014-03-06T14:30:56.287485,"48, rue Marin",Julien-sur-Mer,France,Europe,,12145,benardalexandre@petitjean.fr
1706,Fournier,Alain,1982-03-19,2019-03-27,"174, rue Jean Poulain",Sainte Emmanuelleboeuf,France,Europe,+33 3 98 29 82 22,31880,alphonse07@vallet.com
1707,Gérard,Cécile,1985-03-20,2015-08-29,chemin Capucine Gay,Saint ThomasBourg,France,Europe,0126366617,28995,bouviernoel@free.fr
1708,Guérin,Marguerite,1942-12-20,2022-07-16,"71, boulevard Neveu",BoyerBourg,France,Europe,+33 1 52 60 36 80,22366,augustin92@roussel.fr
1709,Faivre,Aurore,1971-05-04,2018-08-14,"71, rue Leclerc",Rodrigues,France,Europe,+33 (0)3 96 74 19 48,69895,zachariepotier@bouygtel.fr
1710,Ribeiro,Paulette,1953-04-05,2014-03-06T14:30:56.287485,"1, boulevard Hamel",Adam,France,Europe,0696680943,25966,scarre@marie.org
1711,Chauvin,Camille,1962-11-06,2013-03-12,rue de Lemaire,ParentBourg,France,Europe,+33 (0)6 43 63 52 24,32074,valettemonique@de.fr
1712,Delahaye,Lucie,1946-11-13,2013-03-23,"56, avenue de Petit",Boulay,France,Europe,+33 1 05 27 40 69,92448,deniseregnier@orange.fr
1713,Evrard,Zoé,1983-07-31,2015-09-25,"89, rue Stéphane Thomas",Laine-sur-Ribeiro,France,Europe,+33 (0)2 31 16 97 50,38704,ebrunel@riou.fr
1714,Marty,Clémence,1956-05-18,2016-11-30,"19, chemin Benard",Buisson-sur-Mer,France,Europe,+33 (0)1 26 81 23 85,59514,gabriellemary@gerard.fr
1715,Bousquet,Bernadette,1955-12-21,2023-05-18,chemin de Grondin,Foucher,France,Europe,0141746502,60362,aimedescamps@gmail.com
1716,Marchand,Alexandria,1971-04-17,2011-04-23,"47, boulevard François",Bonneau,France,Europe,01 71 78 94 57,66313,hubertfrancoise@laposte.net
1717,Lefebvre,Alice,2002-03-17,2013-06-27,"70, chemin Georges",Breton,France,Europe,+33 1 60 74 43 94,76884,qvalette@lecoq.fr
1718,Clerc,Jules,1946-08-30,2015-06-07,"983, boulevard Denis Verdier",Boucher,France,Europe,+33 1 24 85 47 23,12118,lmorvan@lombard.net
1719,Mathieu,Marcelle,1952-03-11,2023-03-24,"6, rue Claude Chartier",Sainte Arnaude-la-Forêt,France,Europe,,03630,arthurlaine@yahoo.fr
1720,Lévêque,Anouk,1998-09-10,2022-11-03,"34, chemin de Colas",Morenonec,France,Europe,,16618,ilebreton@vidal.com
1721,Traore,Monique,1979-03-07,2015-07-09,"37, chemin de Loiseau",Masson-les-Bains,France,Europe,+33 4 04 93 53 14,36450,alambert@live.com
1722,Nguyen,Lucas,1945-11-16,2010-05-29,"39, rue de Grondin",Saint Tristan-les-Bains,France,Europe,02 92 00 42 97,52891,marysepages@hamel.fr
1723,Muller,Philippine,1990-09-02,2019-06-16,"33, avenue de Charles",Dos SantosBourg,France,Europe,+33 8 01 97 08 48,32719,noemibarbe@yahoo.fr
1724,Roy,Dominique,1986-03-02,2014-05-16,rue Édith Faure,Perret,France,Europe,+33 5 91 29 33 79,70095,alphonse94@live.com
1725,Bègue,Camille,1957-11-16,2018-10-22,"2, boulevard Chevalier",Hoarau,France,Europe,+33 1 68 76 01 26,50306,ameliedufour@munoz.fr
1726,Bruneau,Adrienne,1988-04-26,2019-02-17,"99, boulevard Anne Marques",Saint Lucy,France,Europe,0140086227,61445,ferrandchristophe@tele2.fr
1727,Maury,Franck,1939-01-24,2014-03-06T14:30:56.287485,"29, chemin Stéphane Didier",Fournier,France,Europe,+33 8 04 36 28 88,60874,guyotconstance@yahoo.fr
1728,Lucas,Noël,1947-08-15,2010-11-10,"67, chemin Hebert",Dos Santos-sur-Mer,France,Europe,+33 (0)3 91 71 00 30,23031,besnardroger@legros.com
1729,Meyer,Marcel,1962-04-27,2017-02-17,"636, boulevard Juliette Daniel",Sainte ZoéBourg,France,Europe,,35157,bourdonedith@lemaitre.fr
1730,Hervé,Noémi,2006-02-28,2009-11-10,"2, avenue Gilbert Denis",ValléeVille,France,Europe,+33 1 44 57 08 83,40946,genevievefernandez@blot.com
1731,Leconte,Aimée,1998-09-09,2020-02-17,"74, avenue Marcelle Bouchet",Martineau-sur-Mer,France,Europe,,78610,susanne61@pierre.fr
1732,Marty,Océane,1961-07-27,2017-05-13,chemin Christophe Monnier,Saint Renée,France,Europe,0686335829,89392,lneveu@schmitt.com
1733,Toussaint,Philippe,1938-06-26,2011-12-04,"23, rue Étienne",Sainte Célinaboeuf,France,Europe,,25672,dupredorothee@pascal.fr
1734,Klein,Joséphine,2000-02-26,2015-06-10,"905, chemin Dominique Rémy",Faure,France,Europe,,96544,camillejacquet@coste.com
1735,Denis,Marcel,1967-08-07,2023-04-20,"22, rue Pires",Julien,France,Europe,+33 (0)3 06 40 11 57,85974,eblot@bouygtel.fr
1736,Brunel,Sébastien,1989-02-17,2016-09-18,"87, avenue de Cordier",Morel-la-Forêt,France,Europe,+33 5 37 88 51 48,16251,thierryandre@jacob.org
1737,Da Costa,Suzanne,1965-08-20,2021-07-25,"63, avenue Frédéric Diallo",Sainte Michelle,France,Europe,,23705,bmartinez@philippe.fr
1738,Carre,Lucy,1975-11-29,2016-11-16,"231, chemin de François",Moreno,France,Europe,+33 8 06 85 92 14,89682,georgeslefort@aubert.com
1739,Pascal,Édouard,1965-03-28,2014-03-06T14:30:56.287485,"250, avenue de Coulon",Sainte Élise-sur-Mer,France,Europe,0680494493,18629,wlemonnier@descamps.fr
1740,Ollivier,Gabrielle,1985-03-02,2013-12-08,"143, avenue de Berger",Blin,France,Europe,05 36 38 40 95,82320,beckerdenise@laposte.net
1741,Gomes,Joséphine,1950-04-07,2011-11-26,"24, rue Danielle Hernandez",Robinboeuf,France,Europe,,93506,christophelecomte@barbe.fr
1742,Merle,Éric,1982-04-09,2010-10-03,"26, avenue Regnier",Sainte AuroreBourg,France,Europe,01 94 01 36 16,25822,michellaetitia@simon.org
1743,Coste,Valentine,1985-07-30,2013-03-31,avenue Alice Wagner,Guillet-les-Bains,France,Europe,+33 2 26 78 73 66,77121,mauricemartinez@club-internet.fr
1744,Lucas,Roger,1996-06-09,2012-09-07,"53, rue de Traore",David,France,Europe,+33 1 25 23 91 36,28555,briandmarc@camus.com
1745,Albert,Dominique,1937-01-09,2011-05-21,"90, rue Marie Regnier",AlvesVille,France,Europe,,37435,theresegiraud@noos.fr
1746,Voisin,Michelle,1945-02-05,2022-06-22,"38, rue de Becker",Boulay-sur-Mer,France,Europe,03 49 48 05 91,89819,zprevost@dbmail.com
1747,Albert,Stéphane,1950-02-06,2011-09-10,"97, chemin Anastasie Morel",Blin,France,Europe,+33 (0)2 58 06 27 10,11055,flabbe@chauveau.com
1748,Fournier,Alix,1972-09-02,2022-07-09,"76, boulevard de Carlier",Pereira-sur-Fischer,France,Europe,+33 8 00 72 51 71,84325,weberagathe@evrard.fr
1749,Martinez,Michelle,2003-06-25,2018-01-09,rue Marthe Foucher,Mariondan,France,Europe,+33 (0)1 50 43 92 18,99992,odetteollivier@lucas.fr
1750,Alexandre,Gilles,2001-10-11,2009-05-29,"41, chemin de Blin",Wagnerboeuf,France,Europe,0491736676,38325,aleroy@hotmail.fr
1751,Normand,Matthieu,1983-03-25,2014-03-06T14:30:56.287485,chemin de Ferreira,Legendre,France,Europe,+33 3 92 78 37 32,67506,alexandriefernandes@evrard.fr
1752,Salmon,Michelle,1949-07-24,2010-05-19,"2, avenue Deschamps",BertrandVille,France,Europe,,38079,mariethierry@wagner.fr
1753,Georges,Roland,1953-11-21,2013-02-18,"37, rue de Charrier",Dijoux,France,Europe,+33 (0)6 91 69 16 29,93465,thibault43@yahoo.fr
1754,Couturier,Gérard,1959-04-03,2018-11-26,"71, rue Charles Carpentier",Le Goff,France,Europe,+33 2 87 16 88 00,64348,adele66@laposte.net
1755,Étienne,Maryse,1978-11-20,2014-03-06T14:30:56.287485,"39, rue de Bonnet",Nicolas-la-Forêt,France,Europe,05 30 53 27 07,87465,lamyalexandrie@sfr.fr
1756,Thomas,Benoît,1977-09-11,2010-10-20,"11, rue de Leduc",Saint LorraineVille,France,Europe,0808094112,23513,marc28@morvan.com
1757,Baudry,Sophie,1944-07-09,2014-10-14,"568, avenue Bertrand Brunel",Saint Philippine,France,Europe,,15600,xlefebvre@laposte.net
1758,Pelletier,Juliette,1945-06-29,2011-05-28,"1, rue Josette Noël",Saint Olivie,France,Europe,0124370865,40228,foucherphilippine@yahoo.fr
1759,Laroche,Nicole,1961-10-09,2016-03-03,chemin de Durand,Devaux,France,Europe,02 40 98 08 21,48673,josephine83@tiscali.fr
1760,Maillot,Robert,1940-07-04,2021-01-24,"9, chemin Leblanc",Cohenboeuf,France,Europe,04 94 68 64 59,27563,jeanninefaure@martel.com
1761,Guichard,Arnaude,2001-07-07,2014-03-06T14:30:56.287485,"59, avenue de Delahaye",MaillotBourg,France,Europe,0599780764,79039,paulinefernandez@gosselin.fr
1762,Buisson,Danielle,1994-09-21,2024-02-16,avenue de Dubois,Saint Jacquelinenec,France,Europe,,70808,weissjules@leblanc.fr
1763,Hernandez,Zacharie,1954-05-10,2015-07-27,"54, rue Coulon",GimenezBourg,France,Europe,+33 (0)1 12 40 21 83,74523,peltierclaudine@lemonnier.fr
1764,Dijoux,Audrey,1986-11-26,2013-02-24,"4, boulevard François Chartier",Duhamel,France,Europe,+33 (0)1 29 89 07 85,02557,isimon@dumas.org
1765,Thibault,Thibaut,1991-11-14,2014-03-06T14:30:56.287485,avenue Maury,Sainte Benjamin,France,Europe,02 06 34 20 92,58324,margot51@gmail.com
1766,Bertin,Élise,1967-10-25,2014-07-24,"144, rue de Lévêque",Pottier,France,Europe,+33 6 27 30 22 73,59932,proux@simon.org
1767,Dufour,Margaud,1944-12-23,2011-01-23,"50, rue de Bègue",Legrand,France,Europe,0322165097,34943,virginielefebvre@pons.net
1768,Rey,Adélaïde,1946-07-15,2017-02-14,"34, chemin Masse",Breton,France,Europe,+33 (0)8 03 31 38 56,82815,iduval@legros.fr
1769,Clément,Thierry,1981-06-06,2018-04-15,"2, chemin Buisson",Lemoine,France,Europe,+33 (0)2 30 56 99 20,57998,zoe83@orange.fr
1770,Vaillant,Raymond,1996-06-24,2012-01-05,"39, avenue de Besnard",Pascal,France,Europe,02 65 02 58 37,65655,lucy04@pereira.fr
1771,Bazin,Théodore,1999-04-16,2014-03-30,boulevard de Bodin,Lopeznec,France,Europe,,81096,sgimenez@pineau.com
1772,Léger,Emmanuel,1935-04-08,2021-04-06,"710, rue Chauvet",Brunel,France,Europe,02 80 54 74 75,44271,kdiaz@laposte.net
1773,Lebon,Jacqueline,1975-08-29,2013-09-14,rue Charlotte Moulin,Lebreton-la-Forêt,France,Europe,,27321,emorin@free.fr
1774,Brunet,Anouk,1935-06-01,2012-07-17,"645, rue Morin",Charpentierboeuf,France,Europe,01 33 93 32 94,85986,oceanehubert@sauvage.com
1775,Foucher,Thibaut,1991-01-17,2014-03-06T14:30:56.287485,"27, chemin Julien",Gosselin,France,Europe,+33 3 56 87 65 34,81663,ndelannoy@bourdon.com
1776,Moreau,Marguerite,1989-04-20,2013-01-20,"17, rue Bazin",Lejeune,France,Europe,+33 4 54 43 73 68,59408,elise14@voila.fr
1777,Torres,Sabine,1981-03-09,2015-07-30,"271, boulevard Bruneau",Sainte Thibault,France,Europe,+33 3 43 19 10 12,93297,richardpotier@lambert.com
1778,Blanc,Thibault,2005-05-28,2023-03-15,"6, rue Bègue",Legrand-la-Forêt,France,Europe,0149952514,13174,bguyot@yahoo.fr
1779,Rolland,Paul,1958-07-15,2014-03-06T14:30:56.287485,"85, avenue Émile Allard",Leleu,France,Europe,08 03 40 04 94,20730,elisemarie@dbmail.com
1780,Guibert,Pauline,1981-11-27,2020-10-28,"6, boulevard Patrick Guillaume",Ferrandnec,France,Europe,02 30 40 10 13,15752,emmanuel37@lopez.com
1781,Grégoire,Juliette,2000-11-06,2011-07-20,"13, boulevard Maréchal",Da Costa,France,Europe,0227512139,10513,rochelucas@aubry.com
1782,Potier,Marcelle,1982-03-11,2020-01-11,"914, rue de Grégoire",Godard-les-Bains,France,Europe,0380004408,21733,matthieu04@raymond.net
1783,Grenier,Élise,1978-10-05,2011-12-21,rue Christine Lecoq,DialloVille,France,Europe,01 73 73 81 00,48641,gayvictor@caron.net
1784,Blin,Alexandrie,1990-07-14,2024-02-18,"90, avenue Martinez",Guillotdan,France,Europe,,28277,thibaultalexandria@yahoo.fr
1785,Giraud,Hugues,1976-03-21,2011-12-11,"9, boulevard Roger Ruiz",Georgesboeuf,France,Europe,+33 3 63 94 89 25,85275,hfouquet@hotmail.fr
1786,Laurent,Arnaude,1958-03-14,2018-01-22,"49, rue Chauvin",Sainte Renée,France,Europe,0125424084,50258,auroretoussaint@dbmail.com
1787,Robin,Julie,1940-03-05,2014-03-06T14:30:56.287485,"97, rue Voisin",François-la-Forêt,France,Europe,+33 (0)4 56 74 20 02,16074,pmasson@tiscali.fr
1788,Hamel,Océane,1950-07-10,2016-08-25,"743, chemin Philippe",Lenoir,France,Europe,+33 6 60 46 90 52,23244,agnesdiaz@noos.fr
1789,Fabre,Nicole,1956-01-25,2012-10-16,"72, chemin Stéphanie Raymond",Saint Corinne,France,Europe,,07765,ggay@sfr.fr
1790,Lecomte,Michèle,1980-03-05,2014-04-24,"65, rue Jacqueline Joseph",Léger,France,Europe,+33 (0)2 84 56 21 02,80473,michelefleury@orange.fr
1791,Normand,Jérôme,1967-05-11,2012-10-10,"29, chemin Martins",Bonnin-les-Bains,France,Europe,0438963178,66800,jeanne74@girard.com
1792,Vincent,Joséphine,1958-01-06,2018-11-19,"41, rue Julie Grégoire",Guillon,France,Europe,,60685,brigitteblot@rousset.com
1793,Delannoy,Matthieu,1963-12-13,2014-03-06T14:30:56.287485,"431, rue Pires",Rolland,France,Europe,+33 (0)8 01 76 43 81,87047,anastasiepotier@club-internet.fr
1794,Barbier,Paulette,2001-12-12,2019-08-08,"68, avenue Pasquier",Saint Charlotte,France,Europe,+33 1 27 72 63 12,90451,njourdan@tiscali.fr
1795,Morel,Pénélope,1960-09-14,2011-11-22,"110, rue Reynaud",Girardnec,France,Europe,,30346,xraynaud@pichon.fr
1796,Jacquet,Madeleine,1942-07-28,2023-08-21,avenue Maillot,GrenierVille,France,Europe,,87924,neveutristan@wanadoo.fr
1797,Guichard,Sébastien,1997-12-23,2019-09-28,"83, chemin Gillet",Saint Andrée,France,Europe,0502359552,31160,mchretien@gmail.com
1798,Adam,Camille,1949-05-07,2013-05-16,"66, rue de Roche",Sainte François,France,Europe,,26958,collinbenjamin@tele2.fr
1799,Devaux,Laetitia,1943-12-23,2022-11-04,"5, chemin Faivre",Dupuis,France,Europe,+33 (0)5 60 91 14 52,30420,anais29@voila.fr
1800,Chauveau,Anne,1952-06-05,2020-10-23,"817, boulevard Rivière",Garcia,France,Europe,,15461,maillotbernadette@sfr.fr
1801,Seguin,Joséphine,1975-02-07,2009-05-19,"91, rue de Mary",Georges,France,Europe,05 72 84 25 75,77975,arthur79@remy.com
1802,Hubert,Henri,1959-09-23,2016-12-21,"60, boulevard Nicole Guibert",Lemaître-les-Bains,France,Europe,,65924,ttanguy@hotmail.fr
1803,Lebon,Agathe,2003-10-05,2011-10-08,"496, rue Texier",Boulanger-les-Bains,France,Europe,,22054,brigitte06@tiscali.fr
1804,Roger,Thierry,2002-12-12,2013-02-05,"29, rue Jérôme Samson",Saint Diane,France,Europe,+33 8 09 21 43 46,38453,thibault76@denis.com
1805,Lejeune,Claude,1936-04-04,2017-05-05,"110, boulevard Rousseau",Benoit-la-Forêt,France,Europe,05 80 06 02 15,33778,lucas92@pottier.net
1806,Jacob,Juliette,1980-12-20,2022-06-05,avenue Lorraine Pinto,Thierryboeuf,France,Europe,+33 (0)1 46 27 03 93,12222,theophile88@laposte.net
1807,Humbert,Alice,1969-04-03,2020-09-26,"67, avenue Berger",Guilbert-sur-Besnard,France,Europe,0460218259,71223,chauvetgabriel@ifrance.com
1808,Meyer,Zoé,1998-07-30,2023-03-25,"6, boulevard de Antoine",Sainte Céciledan,France,Europe,+33 (0)3 08 39 66 52,90454,odijoux@de.fr
1809,Diallo,Maryse,1994-09-02,2017-05-07,"66, rue de Besnard",Aubry-sur-Mer,France,Europe,,94849,efournier@tiscali.fr
1810,Lefort,Agathe,1940-04-21,2021-12-02,"19, avenue Gomez",Saint Inèsboeuf,France,Europe,0112552846,97345,constancehamel@hotmail.fr
1811,Dupuis,Rémy,1995-03-27,2010-11-07,"94, boulevard Vasseur",Bazin,France,Europe,+33 (0)1 21 27 84 88,45758,delannoycolette@lesage.fr
1812,Gomes,Émilie,1990-01-02,2013-03-13,rue Honoré Guillou,Lamynec,France,Europe,08 09 21 04 22,03988,roymarcelle@hoareau.org
1813,Picard,Arthur,1991-05-17,2021-11-20,"98, avenue de Gauthier",Benoit,France,Europe,04 73 42 87 56,77831,fouquetsebastien@bouygtel.fr
1814,Lopes,Gérard,1942-08-25,2017-07-11,"293, chemin Chantal Camus",Sanchez,France,Europe,01 40 82 50 17,56474,wrocher@gmail.com
1815,Pichon,Monique,1966-11-22,2012-07-05,"45, rue de Renaud",Tanguy,France,Europe,,34844,juliette60@alexandre.com
1816,Dos Santos,Denise,1979-07-09,2009-04-20,"71, avenue Coulon",Saint Marcelle,France,Europe,,92757,morvanauguste@klein.fr
1817,Thomas,Nathalie,1990-02-07,2018-10-22,"68, chemin de Boucher",Saint Théodore-les-Bains,France,Europe,,17798,hherve@dumas.fr
1818,Charles,Suzanne,1994-08-15,2012-08-07,"57, boulevard Dupuis",Saint Lucy,France,Europe,,21821,maillotmargaud@dijoux.fr
1819,Olivier,Laurence,1935-04-19,2014-03-06T14:30:56.287485,"73, avenue de Roger",Dupont,France,Europe,0433448552,45415,valerie71@joseph.net
1820,Lacombe,Grégoire,1935-03-11,2014-03-06T14:30:56.287485,"28, rue Thierry Dias",PrévostBourg,France,Europe,0128069960,50927,odette56@le.fr
1821,Moreau,Christophe,1972-02-21,2019-07-31,avenue de Descamps,Brunet,France,Europe,03 74 37 66 37,57671,bernadette33@yahoo.fr
1822,Thibault,Jules,1990-04-25,2017-06-04,"580, rue Diane Paris",Gaudin,France,Europe,+33 2 96 64 33 29,12046,emahe@moreno.com
1823,Samson,Astrid,1993-09-07,2014-03-03,"43, rue Moreau",Benoit-la-Forêt,France,Europe,+33 8 06 33 08 15,55855,isaac41@gay.com
1824,Verdier,Marguerite,1940-08-15,2023-12-30,"30, rue Le Goff",PayetVille,France,Europe,0417563870,11559,baillyfrederic@descamps.com
1825,Cousin,Colette,2003-12-03,2014-03-06T14:30:56.287485,"31, avenue Courtois",Delorme,France,Europe,,15979,mramos@hotmail.fr
1826,Buisson,Théophile,1968-04-22,2011-09-30,"9, boulevard de Mace",Delorme,France,Europe,+33 3 27 87 08 23,13945,le-gallines@sfr.fr
1827,Bouvier,Xavier,1948-05-31,2019-08-30,"9, avenue Baudry",Mallet,France,Europe,+33 (0)6 80 41 13 10,17056,pierrethierry@de.fr
1828,Ferreira,François,1947-05-27,2017-02-13,"50, boulevard de Antoine",Morin,France,Europe,,49041,nathaliedos-santos@andre.com
1829,Valette,Claudine,1943-11-03,2014-09-21,chemin Anastasie Chauvet,Sainte Martine,France,Europe,+33 2 88 67 75 46,65668,gerard84@gros.com
1830,Maurice,Emmanuelle,2004-07-18,2022-11-18,"59, boulevard Denise Bruneau",Saint RaymondBourg,France,Europe,01 34 58 51 33,02066,charpentierrene@noos.fr
1831,Brun,Frédéric,1998-05-12,2021-04-08,"512, rue Adèle Grondin",Dufourdan,France,Europe,01 89 39 49 61,26412,renee28@orange.fr
1832,Marin,Thomas,1937-04-05,2020-09-30,"6, chemin Christiane Gautier",Bonneaunec,France,Europe,+33 3 68 11 74 64,17200,marcelle39@pruvost.fr
1833,Courtois,Alexandre,1981-01-17,2014-03-06T14:30:56.287485,rue de Huet,LemaireVille,France,Europe,+33 (0)5 14 19 75 18,21211,xdijoux@ifrance.com
1834,Langlois,Cécile,2003-07-31,2022-04-07,rue Lucas Le Goff,Cordiernec,France,Europe,0195592294,94772,julienleduc@gomes.com
1835,Gilles,Olivier,1938-12-05,2016-10-25,"22, rue Hamon",Lévêque,France,Europe,+33 6 68 74 73 08,30858,lesagenicolas@hotmail.fr
1836,Lefort,Geneviève,2005-03-04,2022-07-09,"99, boulevard de Barbe",Ribeiro,France,Europe,+33 8 05 69 24 46,59744,rodriguezemilie@noos.fr
1837,Chevallier,Marguerite,1952-04-03,2014-03-06T14:30:56.287485,"594, avenue Collin",Sainte Jacqueline-la-Forêt,France,Europe,+33 (0)5 50 83 82 52,24562,yweiss@free.fr
1838,Gallet,Marcelle,1940-07-15,2013-07-02,"71, boulevard de Thierry",Baron-sur-Nicolas,France,Europe,+33 6 34 61 25 51,66066,auguste13@laposte.net
